Image,Contrast,Dissimilarity,Homogeneity,ASM,Energy,Correlation,Entropy,Gabor,Gabor_0,Gabor_45,Gabor_90,Gabor_135,HOG,LBP,Category
gg (108),0.35338849852071,0.27112610946745563,0.8725895752730997,0.22614182729111762,0.4755437175393211,0.8906862682613204,2.9289868006534503,0.0003194260476198562,0.013359849730169685,0.000480015252964567,0.013359849730169671,0.00048001543774086307,0.31490521267969596,2.647318862614239,glioma_tumor
gg (109),0.3493512697238659,0.2627665803747534,0.8771829741369693,0.2221538092153826,0.4713319522538045,0.8707661900746094,2.900648381039148,0.0003046184522793718,0.01354062853000984,0.0004865105803664736,0.01354062853000983,0.0004865107651427692,0.30713422343107377,2.6227583439433437,glioma_tumor
gg (11),0.5627542529585801,0.28367696005917165,0.8841157016690814,0.361126401873709,0.6009379351261734,0.8019269049181414,2.518316850755144,0.0002264507280935881,0.008703987978494537,0.0003127316459262208,0.008703987978494532,0.00031273164592621997,0.22162621366723786,2.2222389055179703,glioma_tumor
gg (110),0.4662536982248521,0.3266457100591716,0.8504338896967465,0.18486486545445194,0.4299591439363186,0.8303322765107425,3.1681229709234446,0.00033595889027189047,0.014544367800008836,0.000522574720035379,0.014544367800008815,0.0005225747200353777,0.31672126635785175,2.693297467989421,glioma_tumor
gg (111),0.5311729536489151,0.3400825936883629,0.8483240183098237,0.1976962330045005,0.44463044543137226,0.820069845998879,3.2083610522268753,0.0004462490649214893,0.017414745111530818,0.0006257064131321657,0.017414745111530808,0.0006257065979084612,0.3158158405989412,2.689279158868442,glioma_tumor
gg (112),0.6342917899408285,0.36197146203155817,0.8447288667955218,0.19464478017604445,0.4411856527314147,0.723463815680878,3.1604392233616574,0.0003529360706055234,0.015043640485016229,0.0005405134360508597,0.015043640485016212,0.0005405134360508578,0.31491296970015653,2.7128149828627603,glioma_tumor
gg (113),0.81726916913215,0.43152120315581854,0.8194913464350083,0.1757703672370421,0.4192497671281907,0.655469164323757,3.30628057729509,0.0003640223999316601,0.015126249652484606,0.0005434815583615535,0.015126249652484592,0.0005434815583615516,0.31546286067039175,2.7203675418874,glioma_tumor
gg (114),0.48920580621301774,0.31663738905325445,0.8580060812325921,0.18938114164968653,0.43517943615213084,0.7199565563590195,2.922090216114911,0.0002594272348372646,0.012967518683305554,0.00046591900993302947,0.012967518683305541,0.0004659190099330278,0.3108302971236331,2.6586521924379944,glioma_tumor
gg (115),0.590467825443787,0.3419008875739645,0.852161505011531,0.2124418325352107,0.4609141270727235,0.7856190824554272,3.0988556268453986,0.000370603368224361,0.015350107610509974,0.0005515246144520016,0.015350107610509964,0.0005515247992282972,0.31969940286912096,2.706103159297082,glioma_tumor
gg (116),0.5082285502958579,0.3028075690335305,0.8678746939025827,0.2774088914441431,0.5266962041292335,0.8097796862529988,2.8331902890615455,0.00021668673068680046,0.009605302884449137,0.0003451156168983143,0.009605302884449125,0.0003451156168983132,0.281901166391877,2.3999874672282036,glioma_tumor
gg (117),0.4423924432938856,0.27498613165680474,0.8785747440587492,0.3142636574803942,0.5605922381556796,0.8277016397196738,2.6870807571791606,0.00019958772247215763,0.00884537769255974,0.00031781173543299617,0.008845377692559733,0.00031781173543299525,0.27386879218151194,2.322543292788672,glioma_tumor
gg (118),0.595514361439842,0.31200690335305714,0.870065310751141,0.2907522781268958,0.5392145010354374,0.7950551099025364,2.8391698625823394,0.00022884841416013251,0.00930340901636574,0.00033426856947139265,0.009303409016365735,0.0003342687542476886,0.2466447206236042,2.318627607804289,glioma_tumor
gg (119),0.5804055719921106,0.3017520340236687,0.8746798170739286,0.29641001922821253,0.544435505113519,0.7977062987079616,2.80139621233385,0.00022075977945724265,0.009073476869044602,0.00032600717721525046,0.009073476869044597,0.0003260073619915464,0.24885629555850025,2.309703708507927,glioma_tumor
gg (12),0.5720306336291915,0.2842316937869823,0.8844850398467862,0.35857073701944653,0.5988077629919694,0.7945730944179276,2.49705000254269,0.000228139659021251,0.008631116046305952,0.0003101133795233412,0.008631116046305945,0.0003101133795233403,0.2142869330137838,2.186675303807736,glioma_tumor
gg (120),0.5058786365877712,0.3104967948717949,0.8637894746230707,0.2753690044420484,0.5247561380699118,0.8754319937929547,2.998365766326302,0.0003145013803668961,0.011646843408565729,0.0004184675482095164,0.011646843408565716,0.0004184675482095155,0.2807151173890944,2.4065723219898736,glioma_tumor
gg (121),0.5742572731755424,0.3273776503944773,0.8600137646976209,0.25909236743245934,0.5090111663141186,0.8304460212096171,3.007484840961098,0.00027310877372686094,0.010891077390627623,0.0003913131046017293,0.010891077390627618,0.00039131310460172817,0.28395798534133043,2.4696863075142765,glioma_tumor
gg (122),0.4933586045364892,0.29375462278106507,0.8720531744687134,0.2670558325084924,0.5167744503247934,0.7880846506385563,2.804139916626103,0.00019865682695634635,0.009335941111713692,0.0003354375301701052,0.009335941111713682,0.0003354375301701041,0.2724809410001193,2.448596316735804,glioma_tumor
gg (123),0.671042899408284,0.3415618836291913,0.8583705089656513,0.23137768590559593,0.4810173447034898,0.7765185632229612,3.0517038454092438,0.00026085359820863466,0.010852351417524877,0.00038992169214361943,0.010852351417524869,0.00038992169214361813,0.28453091259987895,2.487644988418005,glioma_tumor
gg (124),0.6946576060157792,0.3478873890532545,0.8565292931828621,0.2209000411660877,0.47000004379370824,0.7598657989189742,3.083182598848356,0.0002604552846900603,0.010896612016628254,0.00039151196203386716,0.010896612016628246,0.00039151196203386597,0.2867987642774581,2.52007226108321,glioma_tumor
gg (125),0.7539678870808678,0.3716330744575937,0.8478191311873167,0.2354381965114916,0.485219740438795,0.6933290044082275,3.007769510534521,0.00022892408055312174,0.009931798522240234,0.0003568465060546894,0.00993179852224022,0.00035684650605468814,0.2816345500649783,2.506424103396692,glioma_tumor
gg (126),0.5521680843195267,0.33281712278106507,0.8547717062438988,0.23507586583592585,0.48484622906229335,0.8685237556050633,3.148749354612894,0.000360076318997327,0.013332004789314069,0.00047901488508025094,0.013332004789314057,0.0004790148850802497,0.30461391789941256,2.602416371858994,glioma_tumor
gg (127),0.4961553870808678,0.314148791913215,0.8607217806757432,0.23245059390537914,0.48213130359413414,0.8417351770307203,3.036778492760422,0.00026828857046098194,0.011445231095018295,0.00041122358659608134,0.01144523109501828,0.0004112237713723771,0.30560053831123135,2.6150304850615473,glioma_tumor
gg (128),0.7236809664694278,0.35264114891518733,0.857745438034389,0.29295492424712677,0.5412531055311616,0.7894254661632465,2.9102728059812373,0.0002838759547819269,0.010630986647319462,0.00038196812314657275,0.010630986647319452,0.0003819681231465719,0.26346538666366187,2.450966660133124,glioma_tumor
gg (129),0.5646033653846155,0.30756132889546356,0.8704540212666249,0.28712041410605094,0.535836182154631,0.8035181688701005,2.8073778405168843,0.0002475481252334008,0.010200116881877195,0.0003664871032670036,0.010200116881877185,0.0003664871032670024,0.26323468306087594,2.489177314196242,glioma_tumor
gg (13),0.5461045364891519,0.26638005424063116,0.8924600296307246,0.3595597543429976,0.5996330163883553,0.7913211213647159,2.4318546841977517,0.0002145377533366955,0.008439057574431728,0.0003032127769292543,0.008439057574431722,0.0003032127769292534,0.214389721343888,2.1406056645494265,glioma_tumor
gg (130),0.515948594674556,0.2937083949704141,0.8741268632232996,0.28288429514647173,0.5318686822388321,0.8032392758649756,2.753937093842052,0.00022658905317613225,0.009957936937325159,0.0003577856513742383,0.00995793693732515,0.0003577856513742372,0.2661987494264379,2.4963878986062875,glioma_tumor
gg (131),0.4340406188362919,0.2677668885601578,0.8819602961807594,0.29479896139200085,0.5429539219786527,0.7656264947445862,2.5929286254505026,0.00016759496617919163,0.008504721172652286,0.0003055720500807899,0.008504721172652276,0.00030557205008078907,0.26056943333803684,2.4822355868086334,glioma_tumor
gg (132),0.6509954388560159,0.3336954511834319,0.8620392525313338,0.2714603303895107,0.5210185509072692,0.7997941263944118,2.9229960354703572,0.00028238801912590063,0.011122330937145637,0.00039962197432989727,0.011122330937145628,0.00039962197432989624,0.26740193550672486,2.5208985388262413,glioma_tumor
gg (133),0.7329573471400392,0.3598218688362918,0.8542996643662322,0.26313662510162994,0.5129684445476446,0.7929484824083011,3.014059169654675,0.0003088276846163242,0.011659260120960576,0.0004189136769167055,0.011659260120960566,0.00041891367691670436,0.26271785437801465,2.5121384681929637,glioma_tumor
gg (134),0.7019461908284024,0.3483265532544379,0.8580644988934724,0.26634993090383846,0.5160910102916331,0.8117187048899319,3.008073717710041,0.0003195401012436764,0.011909409965562699,0.0004279014848989654,0.011909409965562681,0.0004279014848989643,0.26391867036280203,2.5124095751401034,glioma_tumor
gg (135),0.5671535996055226,0.29199026134122286,0.8797143492918268,0.29258555881503545,0.5409117846886269,0.8148147939262249,2.7674012403987067,0.00025739307580165203,0.010566782476115463,0.00037966128676472524,0.010566782476115456,0.0003796612867647244,0.26403321101207267,2.473326923879518,glioma_tumor
gg (136),0.5529539571005917,0.2796397312623274,0.8854234766520215,0.31440936738053676,0.5607221837777927,0.8354229970588667,2.6911207396248598,0.0002676230534977917,0.010626462616614034,0.00038180557609661993,0.010626462616614018,0.00038180557609661885,0.26162879298759695,2.463173399380718,glioma_tumor
gg (137),0.606300850591716,0.3230938732741617,0.8655055497003972,0.2956991667713161,0.5437822788316259,0.8097434652015096,2.814241297592891,0.0002714326582762575,0.01053011630278344,0.0003783438822871143,0.010530116302783433,0.0003783438822871135,0.25787607665888307,2.3747177130423722,glioma_tumor
gg (138),0.6314950073964497,0.32095198471400394,0.8687467978605564,0.2901999945780601,0.5387021390138155,0.7995027369056914,2.8020659824955594,0.000279597431140551,0.01080239886001102,0.00038812691191550635,0.01080239886001101,0.0003881269119155053,0.2531027447366945,2.376237300843102,glioma_tumor
gg (139),0.5379453279092702,0.2921597633136095,0.8769142975210511,0.3141860577845791,0.5605230216365596,0.8121829087176321,2.715382017760398,0.0002324579821257069,0.009523074017407028,0.0003421611586664942,0.009523074017407021,0.00034216115866649325,0.25436659487121627,2.364994038912262,glioma_tumor
gg (14),0.5968472633136096,0.24422922830374755,0.9073217105789221,0.41730091214331644,0.645988321986796,0.7655967528622287,2.2402579876208373,0.00018656599036230237,0.007350978480455968,0.0002641184253748068,0.007350978480455961,0.0002641184253748059,0.20195616682199424,2.0104077478782765,glioma_tumor
gg (140),0.5598650147928994,0.30052699704142016,0.8738315587025016,0.2963403933343637,0.5443715581607508,0.8125896118550199,2.78057347232731,0.00024965659278514276,0.010079162041732342,0.0003621412325770734,0.01007916204173233,0.0003621412325770726,0.2582022411074514,2.398428377521071,glioma_tumor
gg (141),0.48502989398422097,0.25158715483234717,0.8954055061677487,0.3454652598620912,0.5877629282815404,0.8150169314145232,2.5405932839224237,0.00019942428125902564,0.00844811721859669,0.0003035382871939989,0.008448117218596679,0.0003035382871939979,0.250639352126116,2.3098141197291238,glioma_tumor
gg (142),0.5156172953648916,0.3084935897435898,0.865266221176882,0.23416924648678858,0.48391037030300205,0.808203367254863,2.9816429469269696,0.00024111085595729867,0.01085018447727873,0.0003898437422502128,0.01085018447727872,0.00038984392702650863,0.3150446564032176,2.6749124114449034,glioma_tumor
gg (143),0.6185897435897436,0.319719243096647,0.8665904223815707,0.2548612009946623,0.5048377967175817,0.6630895387242428,2.762363096971683,0.0001982343226413351,0.009740849099071053,0.00034998575124391704,0.009740849099071042,0.0003499857512439159,0.29722454976033197,2.603947123783807,glioma_tumor
gg (144),0.6688239644970414,0.3506841715976331,0.8527456656777598,0.21386560038387126,0.46245605238105736,0.7021621197260246,3.0013923334082486,0.00022526593258644683,0.010566390592935097,0.0003796472065210126,0.010566390592935085,0.00037964720652101133,0.3044052649703892,2.6347448052349414,glioma_tumor
gg (145),0.5581314718934911,0.31110546104536485,0.8664160372139019,0.24867895469815265,0.49867720491130596,0.7053550015429152,2.775875266075463,0.0001959971294941214,0.009810065707111683,0.0003524725905716048,0.009810065707111673,0.00035247277534790073,0.2977698509710851,2.566470111462106,glioma_tumor
gg (146),0.3345506656804734,0.23284177761341224,0.8936053053131784,0.2620222216415372,0.5118810620071201,0.8818106538580035,2.7331054455882287,0.00026301722569013156,0.011779393550793864,0.00042322994219533565,0.011779393550793856,0.00042323012697163175,0.312853470017676,2.6312057668835385,glioma_tumor
gg (147),0.46789478550295865,0.28340729783037477,0.8761666376949019,0.22870427362906307,0.47823035623960874,0.828612684558111,2.910973873471612,0.0002681785726949527,0.012066862063875623,0.00043355859860779225,0.012066862063875607,0.0004335587833840881,0.31708728461380176,2.682782760319597,glioma_tumor
gg (148),0.5638329018737672,0.2989167283037475,0.8747954894358099,0.2205059795801772,0.46958064225453033,0.7720349730587197,2.8926376041055564,0.00025745638621118427,0.011891377547888519,0.00042725349321761876,0.011891377547888509,0.00042725367799391453,0.3144789070280514,2.6790005272677933,glioma_tumor
gg (149),0.4063655695266273,0.23931367110453658,0.8961422577683076,0.3168195665177845,0.5628672725588018,0.6586186282559494,2.311986578778718,0.00013664208683867159,0.008399756324542032,0.0003018006025626685,0.008399756324542021,0.00030180078733896493,0.3064004765696765,2.6234237578725073,glioma_tumor
gg (15),0.663068602071006,0.25517751479289946,0.9059594891623967,0.4162761485186746,0.6451946594003043,0.7322642791085467,2.228992644033941,0.0001843380219636063,0.00718138572538757,0.00025802500916596735,0.007181385725387563,0.0002580250091659664,0.20349393696174506,2.0087074333701214,glioma_tumor
gg (150),0.7663569403353057,0.3646757889546351,0.8520587363352167,0.21081967098548218,0.45915103286988496,0.6412857843813854,2.978943011579664,0.00023401124266564475,0.011113942127488945,0.0003993202062355582,0.01111394212748894,0.0003993209276552397,0.3163843066823303,2.716470894612236,glioma_tumor
gg (151),0.8059356508875739,0.3796458949704142,0.8465406053058332,0.21074441811302053,0.4590690777138235,0.6170994025668064,2.972067721090454,0.0002361866552841989,0.011166402351265379,0.0004012054468611116,0.01116640235126537,0.0004012054468611102,0.31331175171735115,2.7123547138368482,glioma_tumor
gg (152),0.8442816198224851,0.3689287475345167,0.8551289472116731,0.2235489520906626,0.4728096362074938,0.5791098926734527,2.871837722812801,0.0002314948751337794,0.010960685881848627,0.00039381393178498106,0.010960685881848621,0.00039381430133757385,0.3111719630885118,2.709934781984109,glioma_tumor
gg (153),0.6639777490138067,0.3022682445759369,0.8800346234448488,0.2828475633570633,0.5318341502358261,0.6068257001738704,2.5754142770135586,0.00019512624567208129,0.010005379898117422,0.0003594901701657966,0.010005379898117414,0.0003594903549420925,0.31063590348017356,2.6955641899288745,glioma_tumor
gg (154),0.7081869452662722,0.3140563362919132,0.8764020227869808,0.2234675509722755,0.47272354603116135,0.703570853088867,2.880263346992893,0.00023784769049213617,0.011056846871613622,0.00039726905934521435,0.011056846871613615,0.00039726924412151007,0.31137400808438404,2.6839121457129016,glioma_tumor
gg (155),0.3650456114398422,0.24762697238658776,0.8876870308888233,0.34475752617906213,0.5871605625202209,0.8986183041751105,2.6674210965007905,0.000252346318945289,0.00979021383181435,0.00035175931871831253,0.009790213831814342,0.0003517595034946085,0.25474286442556765,2.24362132315021,glioma_tumor
gg (156),0.4947146203155819,0.29925573224852076,0.8690537109683582,0.3009560882433728,0.5485946483911165,0.885071323886871,2.9447388199924136,0.0003065915714392768,0.011120754717358567,0.0003995652488432694,0.011120754717358561,0.0003995654336195654,0.27763394582955025,2.399841785243477,glioma_tumor
gg (157),0.5496948964497042,0.3153738288954635,0.864354518654575,0.280475271624693,0.5295991612764251,0.870448631126857,3.01243838309709,0.00031608011167957037,0.011586704784050716,0.00041630669329793774,0.011586704784050704,0.0004163068780742337,0.2843461658720494,2.4743823663741855,glioma_tumor
gg (158),0.782498150887574,0.41126571745562124,0.8288767020789298,0.19199784394561295,0.43817558574801146,0.7988895047038845,3.4004058524537144,0.0003693254968359059,0.013786382719431133,0.0004953404537924106,0.01378638271943112,0.0004953406385687063,0.2985357864565581,2.5919341952328896,glioma_tumor
gg (159),0.5502573348126233,0.33140717455621305,0.8552499030292008,0.21411382329249753,0.4627243491459008,0.7283993660171358,2.985911701853093,0.0002217874112664987,0.01087935371301974,0.0003908918764240614,0.010879353713019728,0.0003908918764240603,0.2936742227111887,2.590984048635292,glioma_tumor
gg (16),0.5442939472386588,0.27118774654832345,0.8893067814063126,0.38578326025518517,0.6211145307068457,0.7901229093903555,2.4164435721599666,0.000195872899856982,0.007912386849831062,0.00028428965766800617,0.007912386849831055,0.0002842896576680054,0.2242209713554018,2.2674966623520794,glioma_tumor
gg (160),0.792999568540434,0.42129715236686394,0.823689705656971,0.1726537891107442,0.41551629223262015,0.7174618958097436,3.3475522257733457,0.0002898330961040224,0.01230077674814803,0.0004419630822076737,0.012300776748148019,0.00044196326698396935,0.29979092399881013,2.640179674262937,glioma_tumor
gg (161),0.5126664201183433,0.31016549556213024,0.8642545910542127,0.2568229303334424,0.5067770025696139,0.6823580641277848,2.720221575988622,0.00018118592121936115,0.009556502810968193,0.0003433622450716614,0.009556502810968186,0.0003433622450716606,0.29129303113663957,2.589298607426262,glioma_tumor
gg (162),0.43504222140039456,0.2608018984220907,0.8865551074888277,0.3140670314357395,0.560416837216495,0.8662248146063147,2.717544367419495,0.0002479743889273374,0.010004760220773089,0.0003594679977350696,0.010004760220773078,0.00035946799773506864,0.27398516113641486,2.3372681648789406,glioma_tumor
gg (163),0.6911751109467457,0.3869807075936884,0.8346619603924958,0.18110417528896974,0.42556336224934793,0.7408752133045784,3.258439900724119,0.00026572654805188977,0.011704938642211653,0.00042055489231930277,0.011704938642211645,0.00042055489231930125,0.2973319808384836,2.6102207487871336,glioma_tumor
gg (164),0.5604698286489151,0.34127295981262323,0.8502491195157696,0.23081162950973658,0.480428589396735,0.766675788263427,3.004523874385177,0.00022420643213008092,0.01023930809560295,0.0003678951392913234,0.010239308095602938,0.00036789532406761934,0.3062460771143556,2.635762434579693,glioma_tumor
gg (165),0.7574889053254439,0.40845352564102566,0.8286057701353124,0.19382559763458118,0.4402562863089875,0.7755440139445511,3.349972897872105,0.0003150723806057728,0.012289086853572936,0.00044154306784411913,0.012289086853572922,0.000441543252620415,0.30825304942885073,2.6693102457967033,glioma_tumor
gg (166),0.5908646141518737,0.34826876849112426,0.8484203234125598,0.2574027993410446,0.5073487945595659,0.6965353808929148,2.8339271897382674,0.00018816590662401635,0.009114846605770603,0.0003274935792978153,0.009114846605770596,0.0003274937640741115,0.30830277893821584,2.676336578295736,glioma_tumor
gg (167),0.6352933925049309,0.3796073717948718,0.8346043220144226,0.2192757381240957,0.4682688737510702,0.7415439457491685,3.083227118979406,0.00023854798284464853,0.010577544785133078,0.00038004797326077287,0.010577544785133073,0.00038004797326077173,0.30594630304036813,2.656038311926503,glioma_tumor
gg (168),0.6595437315088759,0.37312392135108485,0.840263752442945,0.21855376476113633,0.46749734198296394,0.750359215128669,3.111164404361219,0.0002480774058732169,0.010729104157297793,0.0003854933631078622,0.010729104157297786,0.00038549354788415817,0.31178521223639594,2.683725674802088,glioma_tumor
gg (169),0.7681213017751481,0.3812022312623275,0.8446994065020739,0.21569885712710535,0.4644339103974917,0.7843997920706502,3.228016254764512,0.00031662558989129717,0.012257736199143153,0.0004404167407352607,0.01225773619914314,0.00044041674073525943,0.3136501176556483,2.717361735545004,glioma_tumor
gg (17),0.5830482618343193,0.27614953155818533,0.8895713667733602,0.39658622747932154,0.629750924953129,0.7534047904054155,2.371277245618522,0.00018311221391710913,0.00742311104684119,0.0002667101265888099,0.007423111046841183,0.00026671012658880907,0.2230837405478136,2.2228326105677847,glioma_tumor
gg (170),0.47177021696252464,0.28821499013806706,0.8735915650005344,0.28386457770682216,0.5327894309263483,0.7368521484035293,2.6393627281295458,0.00017128856549120867,0.00877962529322442,0.0003154492716843627,0.008779625293224413,0.00031544927168436195,0.2996018892130197,2.633314617814487,glioma_tumor
gg (171),0.7677283653846152,0.3948086168639053,0.8365249378827575,0.22336997189061425,0.4726203253041645,0.7595578113096053,3.196142863646291,0.0002715304592703758,0.010986995142556527,0.0003947593079240508,0.010986995142556516,0.0003947594927003468,0.30913885112341516,2.6969926764376315,glioma_tumor
gg (172),0.6958441198224854,0.35986809664694286,0.8502839770959713,0.22904526156545946,0.47858673358698467,0.7973609723644517,3.137774370877361,0.0002881757317419908,0.011480207151481268,0.0004124803580757797,0.011480207151481257,0.00041248035807577845,0.3103426935106567,2.6848492078725577,glioma_tumor
gg (173),0.6306243836291914,0.33846462031558183,0.8574261183440395,0.2481495945564826,0.4981461578256753,0.8051875880602816,3.0347855248338815,0.0002591675925162694,0.010741318171495899,0.0003859322089303724,0.010741318171495892,0.0003859323937066683,0.3117630156638439,2.682642946670934,glioma_tumor
gg (174),0.6631071252465484,0.3461461415187377,0.8560960063076208,0.2353008346201746,0.4850781737206639,0.820625506837345,3.1231479343366164,0.00029860336091901336,0.011724186283836787,0.0004212464542401713,0.011724186283836773,0.00042124645424017007,0.313716502045875,2.67965212538987,glioma_tumor
gg (175),0.5952909270216963,0.32884923570019725,0.8605411892487687,0.24801151094181798,0.49800754104914713,0.8307430604855411,3.043102844174514,0.000276233807152301,0.011178653044184804,0.0004016456105389445,0.011178653044184793,0.00040164561053894336,0.31568810981964823,2.6814238571168207,glioma_tumor
gg (176),0.6356709196252466,0.3694834812623274,0.8403287712433478,0.2291538702998682,0.4787001883223655,0.752117910158962,3.055531058866093,0.0002311451266313899,0.010364814958108974,0.00037240523996881996,0.010364814958108964,0.00037240407033327627,0.3029678236866956,2.676639509330018,glioma_tumor
gg (177),0.5912922214003945,0.3420318663708086,0.8525127148056413,0.23197822720985128,0.4816411809738151,0.7848220231835822,3.027666938631586,0.00024213613076014108,0.010585099636494592,0.0003803193894022526,0.010585099636494582,0.000380319444151501,0.3071825011271203,2.670156075096971,glioma_tumor
gg (178),0.6056998890532544,0.3339034763313609,0.8582278924102855,0.23610318271319722,0.4859044995811391,0.8102556289088584,3.055401424179743,0.000270915207075502,0.011115777994013745,0.0003993868367256745,0.011115777994013734,0.00039938622141902195,0.3042869869278028,2.6396210837420933,glioma_tumor
gg (179),0.664640347633136,0.35006009615384615,0.8534860949436578,0.24065213368733124,0.49056307819416173,0.8324355824352212,3.146386575665331,0.00032546261269956176,0.012239900688288672,0.0004397764078275776,0.01223990068828866,0.00043977542466106494,0.3058600495498388,2.6400182820554203,glioma_tumor
gg (18),0.6183508999013807,0.28341500246548323,0.888427055145506,0.40514178421664404,0.6365074895212499,0.7331556312936934,2.3653077351506107,0.00018084924312046196,0.00725956545464233,0.00026083398310622493,0.007259565454642325,0.0002608339831062241,0.22277829617669703,2.2415308520540718,glioma_tumor
gg (180),0.5373905941814596,0.322361932938856,0.8598817202169806,0.25951217140206145,0.5094233714721591,0.8703208643864022,3.0358848285606292,0.0003425473897928129,0.012573677052260921,0.00045176830729413487,0.012573677052260911,0.0004517684920704307,0.2833797570820914,2.505717781343172,glioma_tumor
gg (181),0.6061852810650888,0.34401966222879693,0.8531865978086175,0.2342663985447832,0.48401074217912066,0.84892958598832,3.1439628885583324,0.0003397548000026695,0.012630212475021427,0.00045379960787229635,0.012630212475021415,0.00045379979264859233,0.28969119105887065,2.5509933386996204,glioma_tumor
gg (182),0.5561205621301775,0.3175696499013807,0.8639050540808285,0.2271665650935495,0.4766199377843414,0.8246120032355958,3.0388556223845566,0.0002863130240639612,0.011735492982297082,0.00042165270048364245,0.011735492982297077,0.00042165270048364115,0.2803285648342171,2.5025593305660268,glioma_tumor
gg (183),0.5122118466469429,0.2989783653846155,0.8710663258521281,0.26266703735078273,0.51251052413661,0.8430452426887127,2.9260808205591093,0.0002664196389461089,0.010881312163692088,0.00039096215057407287,0.01088131216369208,0.00039096233535036875,0.2871883241143217,2.4586673964642456,glioma_tumor
gg (184),0.43504222140039456,0.2608018984220907,0.8865551074888277,0.3140670314357395,0.560416837216495,0.8662248146063147,2.717544367419495,0.0002479743889273374,0.010004760220773089,0.0003594679977350696,0.010004760220773078,0.00035946799773506864,0.27398516113641486,2.3372681648789406,glioma_tumor
gg (185),0.3762789694280079,0.22850406804733728,0.900108515408833,0.39442840178509847,0.6280353507447638,0.8714889111288027,2.431479430116182,0.0002004031577750649,0.008229293897686646,0.000295676031698665,0.008229293897686639,0.00029567603169866423,0.2621379941992631,2.1773279441848623,glioma_tumor
gg (186),0.48800388313609466,0.30236070019723865,0.8668297873694834,0.2427513616118972,0.4926980430363989,0.8454624842804855,2.987255552548947,0.00026825461578579876,0.01139210486288112,0.00040931477720213867,0.011392104862881112,0.00040931496197843444,0.3018257483476417,2.595325145421381,glioma_tumor
gg (187),0.47664725098619337,0.29356971153846156,0.8707654580137885,0.2343868784540169,0.4841351861350473,0.8317303721629342,2.957803447953836,0.0002500891966888593,0.011152360192378547,0.00040070082396673006,0.011152360192378538,0.0004007010087430259,0.3028652934538805,2.595198109366636,glioma_tumor
